Date,Year,Month,Product_Code,Daily_Net_Demand,Positive_Demand,Negative_Adjustment,Order_Records
2015-11-06,2015,2015-11,Product_1248,113000,113000,0,5
2015-11-06,2015,2015-11,Product_1359,150000,150000,0,9
2015-11-09,2015,2015-11,Product_1248,104000,104000,0,6
2015-11-09,2015,2015-11,Product_1359,94000,94000,0,9
2015-11-10,2015,2015-11,Product_1248,42000,42000,0,3
2015-11-10,2015,2015-11,Product_1359,664000,664000,0,18
2015-11-11,2015,2015-11,Product_1248,97000,97000,0,4
2015-11-11,2015,2015-11,Product_1359,153000,153000,0,9
2015-11-12,2015,2015-11,Product_1248,402000,402000,0,7
2015-11-12,2015,2015-11,Product_1359,286000,286000,0,13
2015-11-13,2015,2015-11,Product_1248,123000,123000,0,5
2015-11-13,2015,2015-11,Product_1359,163000,163000,0,10
2015-11-16,2015,2015-11,Product_1248,122000,122000,0,4
2015-11-16,2015,2015-11,Product_1359,214000,214000,0,8
2015-11-17,2015,2015-11,Product_1248,24000,24000,0,3
2015-11-17,2015,2015-11,Product_1359,1542000,1542000,0,17
2015-11-18,2015,2015-11,Product_1248,61000,61000,0,3
2015-11-18,2015,2015-11,Product_1359,379000,379000,0,9
2015-11-19,2015,2015-11,Product_1248,164000,164000,0,5
2015-11-19,2015,2015-11,Product_1359,1185000,1185000,0,13
2015-11-20,2015,2015-11,Product_1248,124000,124000,0,4
2015-11-20,2015,2015-11,Product_1359,259000,259000,0,9
2015-11-24,2015,2015-11,Product_1248,166000,166000,0,7
2015-11-24,2015,2015-11,Product_1359,176000,176000,0,19
2015-11-25,2015,2015-11,Product_1248,7000,7000,0,2
2015-11-25,2015,2015-11,Product_1359,227000,227000,0,7
2015-11-26,2015,2015-11,Product_1248,62000,62000,0,4
2015-11-26,2015,2015-11,Product_1359,193000,193000,0,9
2015-11-27,2015,2015-11,Product_1248,343000,343000,0,6
2015-11-27,2015,2015-11,Product_1359,272000,272000,0,13
2015-11-30,2015,2015-11,Product_1248,154000,154000,0,3
2015-11-30,2015,2015-11,Product_1359,193000,193000,0,15
2015-12-01,2015,2015-12,Product_1248,32000,32000,0,4
2015-12-01,2015,2015-12,Product_1359,180000,182000,2000,17
2015-12-02,2015,2015-12,Product_1248,89000,89000,0,7
2015-12-02,2015,2015-12,Product_1359,594000,594000,0,16
2015-12-03,2015,2015-12,Product_1248,111000,111000,0,3
2015-12-03,2015,2015-12,Product_1359,314000,314000,0,10
2015-12-04,2015,2015-12,Product_1248,195000,195000,0,5
2015-12-04,2015,2015-12,Product_1359,198000,198000,0,8
2015-12-07,2015,2015-12,Product_1248,371000,371000,0,4
2015-12-07,2015,2015-12,Product_1359,419000,419000,0,14
2015-12-08,2015,2015-12,Product_1248,11000,11000,0,2
2015-12-08,2015,2015-12,Product_1359,430000,430000,0,16
2015-12-09,2015,2015-12,Product_1248,155000,155000,0,2
2015-12-09,2015,2015-12,Product_1359,586000,586000,0,9
2015-12-10,2015,2015-12,Product_1248,65000,65000,0,3
2015-12-10,2015,2015-12,Product_1359,130000,130000,0,13
2015-12-11,2015,2015-12,Product_1248,374000,374000,0,8
2015-12-11,2015,2015-12,Product_1359,159000,159000,0,22
2015-12-14,2015,2015-12,Product_1248,249000,249000,0,7
2015-12-14,2015,2015-12,Product_1359,166000,166000,0,13
2015-12-15,2015,2015-12,Product_1248,284000,289000,5000,6
2015-12-15,2015,2015-12,Product_1359,1423000,1428000,5000,15
2015-12-16,2015,2015-12,Product_1248,9000,9000,0,4
2015-12-16,2015,2015-12,Product_1359,203000,203000,0,8
2015-12-17,2015,2015-12,Product_1248,55000,55000,0,5
2015-12-17,2015,2015-12,Product_1359,336000,336000,0,11
2015-12-18,2015,2015-12,Product_1248,176000,176000,0,6
2015-12-18,2015,2015-12,Product_1359,360000,360000,0,11
2015-12-21,2015,2015-12,Product_1248,66000,66000,0,4
2015-12-21,2015,2015-12,Product_1359,221000,221000,0,18
2015-12-22,2015,2015-12,Product_1248,90000,90000,0,4
2015-12-22,2015,2015-12,Product_1359,236000,236000,0,9
2015-12-24,2015,2015-12,Product_1248,181000,181000,0,4
2015-12-24,2015,2015-12,Product_1359,229000,229000,0,20
2015-12-25,2015,2015-12,Product_1248,158000,158000,0,6
2015-12-25,2015,2015-12,Product_1359,98000,98000,0,8
2015-12-28,2015,2015-12,Product_1248,4000,4000,0,2
2015-12-28,2015,2015-12,Product_1359,507000,507000,0,12
2016-01-05,2016,2016-01,Product_1248,104000,104000,0,5
2016-01-05,2016,2016-01,Product_1359,479000,479000,0,21
2016-01-06,2016,2016-01,Product_1248,698000,698000,0,6
2016-01-06,2016,2016-01,Product_1359,605000,605000,0,15
2016-01-07,2016,2016-01,Product_1248,225000,225000,0,7
2016-01-07,2016,2016-01,Product_1359,355000,355000,0,8
2016-01-08,2016,2016-01,Product_1248,55000,55000,0,3
2016-01-08,2016,2016-01,Product_1359,684000,684000,0,12
2016-01-12,2016,2016-01,Product_1248,192000,192000,0,7
2016-01-12,2016,2016-01,Product_1359,508000,508000,0,14
2016-01-13,2016,2016-01,Product_1248,68000,68000,0,4
2016-01-13,2016,2016-01,Product_1359,396000,396000,0,14
2016-01-14,2016,2016-01,Product_1248,314000,314000,0,4
2016-01-14,2016,2016-01,Product_1359,357000,357000,0,8
2016-01-15,2016,2016-01,Product_1248,126000,126000,0,4
2016-01-15,2016,2016-01,Product_1359,116000,116000,0,14
2016-01-18,2016,2016-01,Product_1248,210000,210000,0,1
2016-01-18,2016,2016-01,Product_1359,296000,296000,0,14
2016-01-19,2016,2016-01,Product_1248,34000,34000,0,5
2016-01-19,2016,2016-01,Product_1359,626000,626000,0,13
2016-01-20,2016,2016-01,Product_1248,54000,54000,0,3
2016-01-20,2016,2016-01,Product_1359,413000,413000,0,9
2016-01-21,2016,2016-01,Product_1248,133000,133000,0,2
2016-01-21,2016,2016-01,Product_1359,175000,175000,0,15
2016-01-22,2016,2016-01,Product_1248,126000,126000,0,6
2016-01-22,2016,2016-01,Product_1359,257000,257000,0,17
2016-01-25,2016,2016-01,Product_1248,8000,8000,0,2
2016-01-25,2016,2016-01,Product_1359,325000,325000,0,12
2016-01-26,2016,2016-01,Product_1248,34000,34000,0,4
2016-01-26,2016,2016-01,Product_1359,808000,808000,0,11
2016-01-27,2016,2016-01,Product_1248,99000,99000,0,5
2016-01-27,2016,2016-01,Product_1359,52000,52000,0,7
2016-01-28,2016,2016-01,Product_1248,1000,1000,0,1
2016-01-28,2016,2016-01,Product_1359,522000,522000,0,5
2016-01-29,2016,2016-01,Product_1248,4000,4000,0,2
2016-01-29,2016,2016-01,Product_1359,365000,365000,0,18
2016-02-01,2016,2016-02,Product_1248,175000,175000,0,8
2016-02-01,2016,2016-02,Product_1359,525000,525000,0,28
2016-02-02,2016,2016-02,Product_1248,714000,714000,0,6
2016-02-02,2016,2016-02,Product_1359,205000,205000,0,14
2016-02-03,2016,2016-02,Product_1248,16000,16000,0,3
2016-02-03,2016,2016-02,Product_1359,796000,796000,0,11
2016-02-04,2016,2016-02,Product_1248,38000,38000,0,5
2016-02-04,2016,2016-02,Product_1359,228000,228000,0,17
2016-02-05,2016,2016-02,Product_1248,151000,151000,0,7
2016-02-05,2016,2016-02,Product_1359,331000,331000,0,12
2016-02-08,2016,2016-02,Product_1248,296000,296000,0,6
2016-02-08,2016,2016-02,Product_1359,799000,799000,0,9
2016-02-09,2016,2016-02,Product_1248,11000,11000,0,2
2016-02-09,2016,2016-02,Product_1359,369000,369000,0,12
2016-02-10,2016,2016-02,Product_1248,1157000,1157000,0,7
2016-02-10,2016,2016-02,Product_1359,382000,382000,0,12
2016-02-12,2016,2016-02,Product_1248,24000,24000,0,5
2016-02-12,2016,2016-02,Product_1359,356000,356000,0,14
2016-02-15,2016,2016-02,Product_1248,413000,413000,0,8
2016-02-15,2016,2016-02,Product_1359,208000,208000,0,9
2016-02-16,2016,2016-02,Product_1248,72000,72000,0,7
2016-02-16,2016,2016-02,Product_1359,298000,298000,0,8
2016-02-17,2016,2016-02,Product_1248,66000,66000,0,3
2016-02-17,2016,2016-02,Product_1359,125000,125000,0,7
2016-02-18,2016,2016-02,Product_1248,6000,6000,0,1
2016-02-18,2016,2016-02,Product_1359,247000,247000,0,8
2016-02-19,2016,2016-02,Product_1248,13000,13000,0,3
2016-02-19,2016,2016-02,Product_1359,508000,508000,0,13
2016-02-22,2016,2016-02,Product_1248,712000,712000,0,8
2016-02-22,2016,2016-02,Product_1359,257000,257000,0,16
2016-02-23,2016,2016-02,Product_1248,6000,6000,0,3
2016-02-23,2016,2016-02,Product_1359,154000,154000,0,15
2016-02-24,2016,2016-02,Product_1248,100000,100000,0,6
2016-02-24,2016,2016-02,Product_1359,516000,516000,0,13
2016-02-25,2016,2016-02,Product_1248,20000,20000,0,3
2016-02-25,2016,2016-02,Product_1359,100000,100000,0,11
2016-02-26,2016,2016-02,Product_1248,171000,171000,0,5
2016-02-26,2016,2016-02,Product_1359,346000,346000,0,12
2016-02-29,2016,2016-02,Product_1248,6000,6000,0,3
2016-02-29,2016,2016-02,Product_1359,446000,446000,0,15
2016-03-01,2016,2016-03,Product_1248,29000,29000,0,5
2016-03-01,2016,2016-03,Product_1359,164000,164000,0,17
2016-03-02,2016,2016-03,Product_1248,136000,136000,0,9
2016-03-02,2016,2016-03,Product_1359,1362000,1362000,0,16
2016-03-03,2016,2016-03,Product_1248,114000,114000,0,4
2016-03-03,2016,2016-03,Product_1359,326000,326000,0,12
2016-03-04,2016,2016-03,Product_1248,481000,481000,0,9
2016-03-04,2016,2016-03,Product_1359,234000,234000,0,16
2016-03-07,2016,2016-03,Product_1248,24000,24000,0,4
2016-03-07,2016,2016-03,Product_1359,257000,257000,0,11
2016-03-08,2016,2016-03,Product_1248,113000,113000,0,6
2016-03-08,2016,2016-03,Product_1359,136000,136000,0,9
2016-03-09,2016,2016-03,Product_1248,45000,45000,0,6
2016-03-09,2016,2016-03,Product_1359,71000,71000,0,13
2016-03-10,2016,2016-03,Product_1248,585000,585000,0,5
2016-03-10,2016,2016-03,Product_1359,281000,281000,0,11
2016-03-11,2016,2016-03,Product_1248,815000,815000,0,6
2016-03-11,2016,2016-03,Product_1359,511000,511000,0,14
2016-03-14,2016,2016-03,Product_1248,215000,215000,0,5
2016-03-14,2016,2016-03,Product_1359,195000,195000,0,10
2016-03-15,2016,2016-03,Product_1248,90000,90000,0,2
2016-03-15,2016,2016-03,Product_1359,1085000,1085000,0,6
2016-03-16,2016,2016-03,Product_1248,361000,361000,0,7
2016-03-16,2016,2016-03,Product_1359,342000,342000,0,7
2016-03-17,2016,2016-03,Product_1248,534000,534000,0,6
2016-03-17,2016,2016-03,Product_1359,245000,245000,0,15
2016-03-18,2016,2016-03,Product_1248,90000,90000,0,7
2016-03-18,2016,2016-03,Product_1359,266000,266000,0,8
2016-03-22,2016,2016-03,Product_1248,17000,17000,0,4
2016-03-22,2016,2016-03,Product_1359,240000,240000,0,12
2016-03-23,2016,2016-03,Product_1248,127000,127000,0,4
2016-03-23,2016,2016-03,Product_1359,523000,523000,0,14
2016-03-24,2016,2016-03,Product_1248,103000,103000,0,5
2016-03-24,2016,2016-03,Product_1359,318000,318000,0,16
2016-03-25,2016,2016-03,Product_1248,144000,144000,0,9
2016-03-25,2016,2016-03,Product_1359,235000,235000,0,16
2016-03-28,2016,2016-03,Product_1248,15000,15000,0,2
2016-03-28,2016,2016-03,Product_1359,161000,161000,0,10
2016-03-29,2016,2016-03,Product_1248,100000,100000,0,1
2016-03-29,2016,2016-03,Product_1359,254000,254000,0,6
2016-03-30,2016,2016-03,Product_1248,37000,37000,0,5
2016-03-30,2016,2016-03,Product_1359,101000,101000,0,10
2016-03-31,2016,2016-03,Product_1248,13000,13000,0,2
2016-03-31,2016,2016-03,Product_1359,249000,249000,0,9
2016-04-01,2016,2016-04,Product_1248,170000,170000,0,10
2016-04-01,2016,2016-04,Product_1359,283000,283000,0,23
2016-04-04,2016,2016-04,Product_1248,86000,86000,0,3
2016-04-04,2016,2016-04,Product_1359,116000,116000,0,8
2016-04-05,2016,2016-04,Product_1248,153000,153000,0,3
2016-04-05,2016,2016-04,Product_1359,480000,480000,0,17
2016-04-06,2016,2016-04,Product_1248,81000,81000,0,4
2016-04-06,2016,2016-04,Product_1359,259000,259000,0,10
2016-04-07,2016,2016-04,Product_1248,169000,169000,0,6
2016-04-07,2016,2016-04,Product_1359,482000,482000,0,14
2016-04-08,2016,2016-04,Product_1248,203000,203000,0,6
2016-04-08,2016,2016-04,Product_1359,1362000,1362000,0,15
2016-04-11,2016,2016-04,Product_1248,37000,37000,0,4
2016-04-11,2016,2016-04,Product_1359,205000,205000,0,8
2016-04-12,2016,2016-04,Product_1248,170000,170000,0,8
2016-04-12,2016,2016-04,Product_1359,105000,105000,0,10
2016-04-13,2016,2016-04,Product_1248,862000,862000,0,6
2016-04-13,2016,2016-04,Product_1359,279000,279000,0,7
2016-04-14,2016,2016-04,Product_1248,151000,151000,0,4
2016-04-14,2016,2016-04,Product_1359,86000,86000,0,7
2016-04-15,2016,2016-04,Product_1248,119000,119000,0,5
2016-04-15,2016,2016-04,Product_1359,583000,583000,0,15
2016-04-18,2016,2016-04,Product_1248,135000,135000,0,4
2016-04-18,2016,2016-04,Product_1359,233000,233000,0,6
2016-04-19,2016,2016-04,Product_1248,82000,82000,0,6
2016-04-19,2016,2016-04,Product_1359,99000,99000,0,10
2016-04-20,2016,2016-04,Product_1248,19000,19000,0,6
2016-04-20,2016,2016-04,Product_1359,108000,108000,0,9
2016-04-21,2016,2016-04,Product_1248,333000,333000,0,8
2016-04-21,2016,2016-04,Product_1359,386000,386000,0,18
2016-04-22,2016,2016-04,Product_1248,18000,18000,0,5
2016-04-22,2016,2016-04,Product_1359,334000,334000,0,17
2016-04-25,2016,2016-04,Product_1248,62000,62000,0,2
2016-04-25,2016,2016-04,Product_1359,294000,294000,0,11
2016-04-26,2016,2016-04,Product_1248,11000,11000,0,3
2016-04-26,2016,2016-04,Product_1359,212000,212000,0,10
2016-04-27,2016,2016-04,Product_1248,15000,15000,0,3
2016-04-27,2016,2016-04,Product_1359,53000,53000,0,9
2016-04-28,2016,2016-04,Product_1248,44000,44000,0,5
2016-04-28,2016,2016-04,Product_1359,382000,382000,0,19
2016-05-02,2016,2016-05,Product_1248,109000,109000,0,6
2016-05-02,2016,2016-05,Product_1359,86000,86000,0,7
2016-05-05,2016,2016-05,Product_1359,10000,10000,0,1
2016-05-06,2016,2016-05,Product_1248,170000,170000,0,6
2016-05-06,2016,2016-05,Product_1359,315000,315000,0,15
2016-05-09,2016,2016-05,Product_1248,310000,310000,0,6
2016-05-09,2016,2016-05,Product_1359,402000,402000,0,11
2016-05-10,2016,2016-05,Product_1248,127000,127000,0,7
2016-05-10,2016,2016-05,Product_1359,1302000,1302000,0,13
2016-05-11,2016,2016-05,Product_1248,29000,29000,0,3
2016-05-11,2016,2016-05,Product_1359,124000,124000,0,14
2016-05-12,2016,2016-05,Product_1248,180000,180000,0,4
2016-05-12,2016,2016-05,Product_1359,156000,156000,0,9
2016-05-13,2016,2016-05,Product_1248,213000,213000,0,5
2016-05-13,2016,2016-05,Product_1359,403000,403000,0,15
2016-05-16,2016,2016-05,Product_1248,565000,565000,0,6
2016-05-16,2016,2016-05,Product_1359,78000,78000,0,12
2016-05-17,2016,2016-05,Product_1248,93000,93000,0,4
2016-05-17,2016,2016-05,Product_1359,253000,253000,0,6
2016-05-18,2016,2016-05,Product_1248,613000,613000,0,6
2016-05-18,2016,2016-05,Product_1359,30000,30000,0,7
2016-05-19,2016,2016-05,Product_1248,349000,349000,0,4
2016-05-19,2016,2016-05,Product_1359,179000,179000,0,9
2016-05-20,2016,2016-05,Product_1248,131000,131000,0,5
2016-05-20,2016,2016-05,Product_1359,319000,319000,0,11
2016-05-23,2016,2016-05,Product_1248,728000,728000,0,11
2016-05-23,2016,2016-05,Product_1359,641000,641000,0,21
2016-05-24,2016,2016-05,Product_1248,23000,23000,0,4
2016-05-24,2016,2016-05,Product_1359,128000,128000,0,10
2016-05-25,2016,2016-05,Product_1248,95000,95000,0,7
2016-05-25,2016,2016-05,Product_1359,606000,606000,0,19
2016-05-26,2016,2016-05,Product_1248,195000,195000,0,4
2016-05-26,2016,2016-05,Product_1359,781000,781000,0,14
2016-05-27,2016,2016-05,Product_1248,88000,88000,0,4
2016-05-27,2016,2016-05,Product_1359,338000,338000,0,12
2016-05-30,2016,2016-05,Product_1248,23000,23000,0,2
2016-05-30,2016,2016-05,Product_1359,160000,160000,0,6
2016-05-31,2016,2016-05,Product_1248,12000,12000,0,4
2016-05-31,2016,2016-05,Product_1359,543000,543000,0,8
2016-06-01,2016,2016-06,Product_1248,242000,242000,0,5
2016-06-01,2016,2016-06,Product_1359,458000,458000,0,26
2016-06-02,2016,2016-06,Product_1248,324000,324000,0,6
2016-06-02,2016,2016-06,Product_1359,259000,259000,0,10
2016-06-03,2016,2016-06,Product_1248,437000,437000,0,6
2016-06-03,2016,2016-06,Product_1359,214000,214000,0,14
2016-06-06,2016,2016-06,Product_1248,121000,121000,0,3
2016-06-06,2016,2016-06,Product_1359,244000,244000,0,10
2016-06-07,2016,2016-06,Product_1248,571000,571000,0,9
2016-06-07,2016,2016-06,Product_1359,494000,494000,0,16
2016-06-08,2016,2016-06,Product_1248,205000,205000,0,2
2016-06-08,2016,2016-06,Product_1359,994000,994000,0,10
2016-06-09,2016,2016-06,Product_1248,628000,628000,0,8
2016-06-09,2016,2016-06,Product_1359,337000,337000,0,12
2016-06-10,2016,2016-06,Product_1248,100000,100000,0,8
2016-06-10,2016,2016-06,Product_1359,667000,667000,0,15
2016-06-13,2016,2016-06,Product_1248,303000,303000,0,6
2016-06-13,2016,2016-06,Product_1359,99000,99000,0,8
2016-06-14,2016,2016-06,Product_1248,275000,275000,0,6
2016-06-14,2016,2016-06,Product_1359,902000,902000,0,10
2016-06-15,2016,2016-06,Product_1248,221000,221000,0,3
2016-06-15,2016,2016-06,Product_1359,160000,160000,0,12
2016-06-16,2016,2016-06,Product_1248,214000,214000,0,6
2016-06-16,2016,2016-06,Product_1359,148000,148000,0,6
2016-06-17,2016,2016-06,Product_1248,129000,129000,0,5
2016-06-17,2016,2016-06,Product_1359,66000,66000,0,9
2016-06-20,2016,2016-06,Product_1248,1038000,1038000,0,3
2016-06-20,2016,2016-06,Product_1359,374000,374000,0,10
2016-06-21,2016,2016-06,Product_1248,597000,597000,0,7
2016-06-21,2016,2016-06,Product_1359,671000,671000,0,17
2016-06-22,2016,2016-06,Product_1248,155000,155000,0,7
2016-06-22,2016,2016-06,Product_1359,340000,340000,0,15
2016-06-23,2016,2016-06,Product_1248,63000,63000,0,4
2016-06-23,2016,2016-06,Product_1359,114000,114000,0,11
2016-06-24,2016,2016-06,Product_1248,9000,9000,0,2
2016-06-24,2016,2016-06,Product_1359,116000,116000,0,5
2016-06-27,2016,2016-06,Product_1248,45000,45000,0,8
2016-06-27,2016,2016-06,Product_1359,556000,556000,0,17
2016-06-28,2016,2016-06,Product_1248,23000,23000,0,2
2016-06-28,2016,2016-06,Product_1359,113000,113000,0,5
2016-06-29,2016,2016-06,Product_1248,59000,59000,0,3
2016-06-29,2016,2016-06,Product_1359,208000,208000,0,4
2016-06-30,2016,2016-06,Product_1248,750000,750000,0,6
2016-06-30,2016,2016-06,Product_1359,336000,336000,0,13
2016-07-01,2016,2016-07,Product_1248,81000,81000,0,7
2016-07-01,2016,2016-07,Product_1359,700000,700000,0,21
2016-07-04,2016,2016-07,Product_1248,150000,150000,0,4
2016-07-04,2016,2016-07,Product_1359,619000,619000,0,12
2016-07-05,2016,2016-07,Product_1248,355000,355000,0,5
2016-07-05,2016,2016-07,Product_1359,1115000,1115000,0,10
2016-07-06,2016,2016-07,Product_1248,114000,114000,0,3
2016-07-06,2016,2016-07,Product_1359,49000,49000,0,9
2016-07-07,2016,2016-07,Product_1248,318000,318000,0,7
2016-07-07,2016,2016-07,Product_1359,268000,268000,0,15
2016-07-08,2016,2016-07,Product_1248,44000,44000,0,5
2016-07-08,2016,2016-07,Product_1359,265000,265000,0,21
2016-07-11,2016,2016-07,Product_1248,804000,804000,0,5
2016-07-11,2016,2016-07,Product_1359,47000,47000,0,8
2016-07-12,2016,2016-07,Product_1248,491000,491000,0,10
2016-07-12,2016,2016-07,Product_1359,126000,126000,0,11
2016-07-13,2016,2016-07,Product_1248,84000,84000,0,5
2016-07-13,2016,2016-07,Product_1359,456000,456000,0,12
2016-07-14,2016,2016-07,Product_1248,161000,161000,0,5
2016-07-14,2016,2016-07,Product_1359,134000,134000,0,11
2016-07-15,2016,2016-07,Product_1248,255000,255000,0,4
2016-07-15,2016,2016-07,Product_1359,278000,278000,0,11
2016-07-18,2016,2016-07,Product_1359,78000,78000,0,3
2016-07-19,2016,2016-07,Product_1248,343000,343000,0,7
2016-07-19,2016,2016-07,Product_1359,274000,274000,0,10
2016-07-20,2016,2016-07,Product_1248,140000,140000,0,4
2016-07-20,2016,2016-07,Product_1359,441000,441000,0,11
2016-07-21,2016,2016-07,Product_1248,98000,98000,0,6
2016-07-21,2016,2016-07,Product_1359,495000,495000,0,19
2016-07-22,2016,2016-07,Product_1248,367000,367000,0,8
2016-07-22,2016,2016-07,Product_1359,275000,275000,0,18
2016-07-25,2016,2016-07,Product_1248,224000,224000,0,4
2016-07-25,2016,2016-07,Product_1359,314000,314000,0,12
2016-07-26,2016,2016-07,Product_1248,61000,61000,0,6
2016-07-26,2016,2016-07,Product_1359,589000,589000,0,17
2016-07-27,2016,2016-07,Product_1248,300000,300000,0,5
2016-07-27,2016,2016-07,Product_1359,161000,161000,0,9
2016-07-28,2016,2016-07,Product_1248,644000,644000,0,4
2016-07-28,2016,2016-07,Product_1359,106000,106000,0,9
2016-07-29,2016,2016-07,Product_1248,57000,57000,0,4
2016-07-29,2016,2016-07,Product_1359,318000,318000,0,19
2016-08-01,2016,2016-08,Product_1248,19000,19000,0,6
2016-08-01,2016,2016-08,Product_1359,726000,726000,0,26
2016-08-02,2016,2016-08,Product_1248,694000,694000,0,4
2016-08-02,2016,2016-08,Product_1359,329000,329000,0,11
2016-08-03,2016,2016-08,Product_1248,145000,145000,0,6
2016-08-03,2016,2016-08,Product_1359,252000,252000,0,9
2016-08-04,2016,2016-08,Product_1248,294000,294000,0,6
2016-08-04,2016,2016-08,Product_1359,171000,171000,0,8
2016-08-05,2016,2016-08,Product_1248,5000,5000,0,1
2016-08-05,2016,2016-08,Product_1359,467000,467000,0,17
2016-08-08,2016,2016-08,Product_1248,61000,61000,0,3
2016-08-08,2016,2016-08,Product_1359,183000,183000,0,10
2016-08-09,2016,2016-08,Product_1248,93000,93000,0,7
2016-08-09,2016,2016-08,Product_1359,235000,235000,0,5
2016-08-10,2016,2016-08,Product_1248,160000,160000,0,5
2016-08-10,2016,2016-08,Product_1359,26000,26000,0,3
2016-08-15,2016,2016-08,Product_1359,27000,27000,0,3
2016-08-16,2016,2016-08,Product_1248,18000,18000,0,3
2016-08-16,2016,2016-08,Product_1359,20000,20000,0,5
2016-08-17,2016,2016-08,Product_1248,62000,62000,0,4
2016-08-17,2016,2016-08,Product_1359,320000,320000,0,12
2016-08-18,2016,2016-08,Product_1248,150000,150000,0,2
2016-08-18,2016,2016-08,Product_1359,834000,834000,0,13
2016-08-19,2016,2016-08,Product_1248,51000,51000,0,7
2016-08-19,2016,2016-08,Product_1359,329000,329000,0,16
2016-08-22,2016,2016-08,Product_1248,303000,303000,0,11
2016-08-22,2016,2016-08,Product_1359,170000,170000,0,11
2016-08-23,2016,2016-08,Product_1248,112000,112000,0,4
2016-08-23,2016,2016-08,Product_1359,502000,502000,0,12
2016-08-24,2016,2016-08,Product_1248,207000,207000,0,5
2016-08-24,2016,2016-08,Product_1359,643000,643000,0,9
2016-08-25,2016,2016-08,Product_1248,100000,100000,0,1
2016-08-25,2016,2016-08,Product_1359,120000,120000,0,7
2016-08-26,2016,2016-08,Product_1248,329000,329000,0,8
2016-08-26,2016,2016-08,Product_1359,758000,758000,0,17
2016-08-29,2016,2016-08,Product_1248,53000,53000,0,2
2016-08-29,2016,2016-08,Product_1359,89000,89000,0,5
2016-08-30,2016,2016-08,Product_1248,11000,11000,0,3
2016-08-30,2016,2016-08,Product_1359,253000,253000,0,9
2016-08-31,2016,2016-08,Product_1248,210000,210000,0,6
2016-08-31,2016,2016-08,Product_1359,480000,480000,0,19
2016-09-01,2016,2016-09,Product_1248,309000,309000,0,5
2016-09-01,2016,2016-09,Product_1359,411000,411000,0,14
2016-09-02,2016,2016-09,Product_1248,143000,143000,0,6
2016-09-02,2016,2016-09,Product_1359,312000,312000,0,10
2016-09-05,2016,2016-09,Product_1248,130000,130000,0,5
2016-09-05,2016,2016-09,Product_1359,467000,467000,0,16
2016-09-06,2016,2016-09,Product_1248,11000,11000,0,3
2016-09-06,2016,2016-09,Product_1359,243000,243000,0,12
2016-09-07,2016,2016-09,Product_1248,166000,166000,0,4
2016-09-07,2016,2016-09,Product_1359,462000,462000,0,10
2016-09-08,2016,2016-09,Product_1248,42000,42000,0,7
2016-09-08,2016,2016-09,Product_1359,288000,288000,0,13
2016-09-09,2016,2016-09,Product_1248,14000,14000,0,4
2016-09-09,2016,2016-09,Product_1359,124000,124000,0,10
2016-09-12,2016,2016-09,Product_1248,26000,26000,0,3
2016-09-12,2016,2016-09,Product_1359,119000,119000,0,10
2016-09-13,2016,2016-09,Product_1248,120000,120000,0,4
2016-09-13,2016,2016-09,Product_1359,523000,523000,0,9
2016-09-14,2016,2016-09,Product_1248,21000,21000,0,6
2016-09-14,2016,2016-09,Product_1359,171000,171000,0,11
2016-09-15,2016,2016-09,Product_1248,463000,463000,0,4
2016-09-15,2016,2016-09,Product_1359,267000,267000,0,12
2016-09-16,2016,2016-09,Product_1248,87000,87000,0,5
2016-09-16,2016,2016-09,Product_1359,570000,570000,0,20
2016-09-20,2016,2016-09,Product_1248,210000,210000,0,3
2016-09-20,2016,2016-09,Product_1359,102000,102000,0,8
2016-09-21,2016,2016-09,Product_1248,859000,859000,0,10
2016-09-21,2016,2016-09,Product_1359,479000,479000,0,11
2016-09-23,2016,2016-09,Product_1248,472000,472000,0,8
2016-09-23,2016,2016-09,Product_1359,291000,291000,0,15
2016-09-26,2016,2016-09,Product_1248,237000,237000,0,6
2016-09-26,2016,2016-09,Product_1359,191000,191000,0,11
2016-09-27,2016,2016-09,Product_1248,71000,71000,0,5
2016-09-27,2016,2016-09,Product_1359,259000,259000,0,12
2016-09-28,2016,2016-09,Product_1248,8000,8000,0,3
2016-09-28,2016,2016-09,Product_1359,73000,73000,0,8
2016-09-29,2016,2016-09,Product_1248,30000,30000,0,2
2016-09-29,2016,2016-09,Product_1359,42000,42000,0,3
2016-09-30,2016,2016-09,Product_1248,131000,131000,0,5
2016-09-30,2016,2016-09,Product_1359,1566000,1566000,0,22
2016-10-03,2016,2016-10,Product_1248,21000,21000,0,3
2016-10-03,2016,2016-10,Product_1359,537000,537000,0,24
2016-10-04,2016,2016-10,Product_1248,341000,341000,0,10
2016-10-04,2016,2016-10,Product_1359,379000,379000,0,15
2016-10-05,2016,2016-10,Product_1248,211000,211000,0,4
2016-10-05,2016,2016-10,Product_1359,231000,231000,0,11
2016-10-06,2016,2016-10,Product_1248,127000,127000,0,5
2016-10-06,2016,2016-10,Product_1359,252000,252000,0,10
2016-10-07,2016,2016-10,Product_1248,8000,8000,0,3
2016-10-07,2016,2016-10,Product_1359,215000,215000,0,13
2016-10-11,2016,2016-10,Product_1248,230000,230000,0,2
2016-10-11,2016,2016-10,Product_1359,2257000,2257000,0,12
2016-10-12,2016,2016-10,Product_1248,1220000,1220000,0,6
2016-10-12,2016,2016-10,Product_1359,162000,162000,0,6
